type,filename,text
distcomplete-tp,distcomplete-tp-blake-drew-gave-5-candy.mp3,Look! Blake gave Drew five candies!
distcomplete-tp,distcomplete-tp-blake-drew-gave-5-bug.mp3,Look! Blake gave Drew five bugs!
distcomplete-tp,distcomplete-tp-blake-drew-gave-9-candy.mp3,Look! Blake gave Drew nine candies!
distcomplete-tp,distcomplete-tp-blake-drew-gave-9-bug.mp3,Look! Blake gave Drew nine bugs!
trialstart-tp,trialstart-tp-jamie-jordan-candy.mp3,Here are Jamie and Jordan! Jamie's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-jamie-jordan-candy.mp3,Let's see how many candies Jamie gives to Jordan!
trialstart-tp,trialstart-tp-jamie-jordan-bug.mp3,Here are Jamie and Jordan! Jamie's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-jamie-jordan-bug.mp3,Let's see how many bugs Jamie gives to Jordan!
distcomplete-tp,distcomplete-tp-jamie-jordan-gave-1-candy.mp3,Look! Jamie gave Jordan one candy!
distcomplete-tp,distcomplete-tp-jamie-jordan-gave-1-bug.mp3,Look! Jamie gave Jordan one bug!
distcomplete-tp,distcomplete-tp-jamie-jordan-gave-5-candy.mp3,Look! Jamie gave Jordan five candies!
distcomplete-tp,distcomplete-tp-jamie-jordan-gave-5-bug.mp3,Look! Jamie gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-jamie-jordan-gave-9-candy.mp3,Look! Jamie gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-jamie-jordan-gave-9-bug.mp3,Look! Jamie gave Jordan nine bugs!
trialstart-tp,trialstart-tp-jamie-skyler-candy.mp3,Here are Jamie and Skyler! Jamie's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-jamie-skyler-candy.mp3,Let's see how many candies Jamie gives to Skyler!
trialstart-tp,trialstart-tp-jamie-skyler-bug.mp3,Here are Jamie and Skyler! Jamie's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-jamie-skyler-bug.mp3,Let's see how many bugs Jamie gives to Skyler!
distcomplete-tp,distcomplete-tp-jamie-skyler-gave-1-candy.mp3,Look! Jamie gave Skyler one candy!
distcomplete-tp,distcomplete-tp-jamie-skyler-gave-1-bug.mp3,Look! Jamie gave Skyler one bug!
distcomplete-tp,distcomplete-tp-jamie-skyler-gave-5-candy.mp3,Look! Jamie gave Skyler five candies!
distcomplete-tp,distcomplete-tp-jamie-skyler-gave-5-bug.mp3,Look! Jamie gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-jamie-skyler-gave-9-candy.mp3,Look! Jamie gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-jamie-skyler-gave-9-bug.mp3,Look! Jamie gave Skyler nine bugs!
trialstart-tp,trialstart-tp-jamie-mackenzie-candy.mp3,Here are Jamie and Mackenzie! Jamie's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-jamie-mackenzie-candy.mp3,Let's see how many candies Jamie gives to Mackenzie!
trialstart-tp,trialstart-tp-jamie-mackenzie-bug.mp3,Here are Jamie and Mackenzie! Jamie's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-jamie-mackenzie-bug.mp3,Let's see how many bugs Jamie gives to Mackenzie!
distcomplete-tp,distcomplete-tp-jamie-mackenzie-gave-1-candy.mp3,Look! Jamie gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-jamie-mackenzie-gave-1-bug.mp3,Look! Jamie gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-jamie-mackenzie-gave-5-candy.mp3,Look! Jamie gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-jamie-mackenzie-gave-5-bug.mp3,Look! Jamie gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-jamie-mackenzie-gave-9-candy.mp3,Look! Jamie gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-jamie-mackenzie-gave-9-bug.mp3,Look! Jamie gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-jamie-casey-candy.mp3,Here are Jamie and Casey! Jamie's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-jamie-casey-candy.mp3,Let's see how many candies Jamie gives to Casey!
trialstart-tp,trialstart-tp-jamie-casey-bug.mp3,Here are Jamie and Casey! Jamie's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-jamie-casey-bug.mp3,Let's see how many bugs Jamie gives to Casey!
distcomplete-tp,distcomplete-tp-jamie-casey-gave-1-candy.mp3,Look! Jamie gave Casey one candy!
distcomplete-tp,distcomplete-tp-jamie-casey-gave-1-bug.mp3,Look! Jamie gave Casey one bug!
distcomplete-tp,distcomplete-tp-jamie-casey-gave-5-candy.mp3,Look! Jamie gave Casey five candies!
distcomplete-tp,distcomplete-tp-jamie-casey-gave-5-bug.mp3,Look! Jamie gave Casey five bugs!
distcomplete-tp,distcomplete-tp-jamie-casey-gave-9-candy.mp3,Look! Jamie gave Casey nine candies!
distcomplete-tp,distcomplete-tp-jamie-casey-gave-9-bug.mp3,Look! Jamie gave Casey nine bugs!
trialstart-tp,trialstart-tp-jamie-shawn-candy.mp3,Here are Jamie and Shawn! Jamie's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-jamie-shawn-candy.mp3,Let's see how many candies Jamie gives to Shawn!
trialstart-tp,trialstart-tp-jamie-shawn-bug.mp3,Here are Jamie and Shawn! Jamie's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-jamie-shawn-bug.mp3,Let's see how many bugs Jamie gives to Shawn!
distcomplete-tp,distcomplete-tp-jamie-shawn-gave-1-candy.mp3,Look! Jamie gave Shawn one candy!
distcomplete-tp,distcomplete-tp-jamie-shawn-gave-1-bug.mp3,Look! Jamie gave Shawn one bug!
distcomplete-tp,distcomplete-tp-jamie-shawn-gave-5-candy.mp3,Look! Jamie gave Shawn five candies!
distcomplete-tp,distcomplete-tp-jamie-shawn-gave-5-bug.mp3,Look! Jamie gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-jamie-shawn-gave-9-candy.mp3,Look! Jamie gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-jamie-shawn-gave-9-bug.mp3,Look! Jamie gave Shawn nine bugs!
trialstart-tp,trialstart-tp-jamie-drew-candy.mp3,Here are Jamie and Drew! Jamie's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-jamie-drew-candy.mp3,Let's see how many candies Jamie gives to Drew!
trialstart-tp,trialstart-tp-jamie-drew-bug.mp3,Here are Jamie and Drew! Jamie's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-jamie-drew-bug.mp3,Let's see how many bugs Jamie gives to Drew!
distcomplete-tp,distcomplete-tp-jamie-drew-gave-1-candy.mp3,Look! Jamie gave Drew one candy!
distcomplete-tp,distcomplete-tp-jamie-drew-gave-1-bug.mp3,Look! Jamie gave Drew one bug!
distcomplete-tp,distcomplete-tp-jamie-drew-gave-5-candy.mp3,Look! Jamie gave Drew five candies!
distcomplete-tp,distcomplete-tp-jamie-drew-gave-5-bug.mp3,Look! Jamie gave Drew five bugs!
distcomplete-tp,distcomplete-tp-jamie-drew-gave-9-candy.mp3,Look! Jamie gave Drew nine candies!
distcomplete-tp,distcomplete-tp-jamie-drew-gave-9-bug.mp3,Look! Jamie gave Drew nine bugs!
trialstart-tp,trialstart-tp-quinn-jordan-candy.mp3,Here are Quinn and Jordan! Quinn's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-quinn-jordan-candy.mp3,Let's see how many candies Quinn gives to Jordan!
trialstart-tp,trialstart-tp-quinn-jordan-bug.mp3,Here are Quinn and Jordan! Quinn's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-quinn-jordan-bug.mp3,Let's see how many bugs Quinn gives to Jordan!
distcomplete-tp,distcomplete-tp-quinn-jordan-gave-1-candy.mp3,Look! Quinn gave Jordan one candy!
distcomplete-tp,distcomplete-tp-quinn-jordan-gave-1-bug.mp3,Look! Quinn gave Jordan one bug!
distcomplete-tp,distcomplete-tp-quinn-jordan-gave-5-candy.mp3,Look! Quinn gave Jordan five candies!
distcomplete-tp,distcomplete-tp-quinn-jordan-gave-5-bug.mp3,Look! Quinn gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-quinn-jordan-gave-9-candy.mp3,Look! Quinn gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-quinn-jordan-gave-9-bug.mp3,Look! Quinn gave Jordan nine bugs!
trialstart-tp,trialstart-tp-quinn-skyler-candy.mp3,Here are Quinn and Skyler! Quinn's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-quinn-skyler-candy.mp3,Let's see how many candies Quinn gives to Skyler!
trialstart-tp,trialstart-tp-quinn-skyler-bug.mp3,Here are Quinn and Skyler! Quinn's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-quinn-skyler-bug.mp3,Let's see how many bugs Quinn gives to Skyler!
distcomplete-tp,distcomplete-tp-quinn-skyler-gave-1-candy.mp3,Look! Quinn gave Skyler one candy!
distcomplete-tp,distcomplete-tp-quinn-skyler-gave-1-bug.mp3,Look! Quinn gave Skyler one bug!
distcomplete-tp,distcomplete-tp-quinn-skyler-gave-5-candy.mp3,Look! Quinn gave Skyler five candies!
distcomplete-tp,distcomplete-tp-quinn-skyler-gave-5-bug.mp3,Look! Quinn gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-quinn-skyler-gave-9-candy.mp3,Look! Quinn gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-quinn-skyler-gave-9-bug.mp3,Look! Quinn gave Skyler nine bugs!
trialstart-tp,trialstart-tp-quinn-mackenzie-candy.mp3,Here are Quinn and Mackenzie! Quinn's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-quinn-mackenzie-candy.mp3,Let's see how many candies Quinn gives to Mackenzie!
trialstart-tp,trialstart-tp-quinn-mackenzie-bug.mp3,Here are Quinn and Mackenzie! Quinn's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-quinn-mackenzie-bug.mp3,Let's see how many bugs Quinn gives to Mackenzie!
distcomplete-tp,distcomplete-tp-quinn-mackenzie-gave-1-candy.mp3,Look! Quinn gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-quinn-mackenzie-gave-1-bug.mp3,Look! Quinn gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-quinn-mackenzie-gave-5-candy.mp3,Look! Quinn gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-quinn-mackenzie-gave-5-bug.mp3,Look! Quinn gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-quinn-mackenzie-gave-9-candy.mp3,Look! Quinn gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-quinn-mackenzie-gave-9-bug.mp3,Look! Quinn gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-quinn-casey-candy.mp3,Here are Quinn and Casey! Quinn's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-quinn-casey-candy.mp3,Let's see how many candies Quinn gives to Casey!
trialstart-tp,trialstart-tp-quinn-casey-bug.mp3,Here are Quinn and Casey! Quinn's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-quinn-casey-bug.mp3,Let's see how many bugs Quinn gives to Casey!
distcomplete-tp,distcomplete-tp-quinn-casey-gave-1-candy.mp3,Look! Quinn gave Casey one candy!
distcomplete-tp,distcomplete-tp-quinn-casey-gave-1-bug.mp3,Look! Quinn gave Casey one bug!
distcomplete-tp,distcomplete-tp-quinn-casey-gave-5-candy.mp3,Look! Quinn gave Casey five candies!
distcomplete-tp,distcomplete-tp-quinn-casey-gave-5-bug.mp3,Look! Quinn gave Casey five bugs!
distcomplete-tp,distcomplete-tp-quinn-casey-gave-9-candy.mp3,Look! Quinn gave Casey nine candies!
distcomplete-tp,distcomplete-tp-quinn-casey-gave-9-bug.mp3,Look! Quinn gave Casey nine bugs!
trialstart-tp,trialstart-tp-quinn-shawn-candy.mp3,Here are Quinn and Shawn! Quinn's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-quinn-shawn-candy.mp3,Let's see how many candies Quinn gives to Shawn!
trialstart-tp,trialstart-tp-quinn-shawn-bug.mp3,Here are Quinn and Shawn! Quinn's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-quinn-shawn-bug.mp3,Let's see how many bugs Quinn gives to Shawn!
distcomplete-tp,distcomplete-tp-quinn-shawn-gave-1-candy.mp3,Look! Quinn gave Shawn one candy!
distcomplete-tp,distcomplete-tp-quinn-shawn-gave-1-bug.mp3,Look! Quinn gave Shawn one bug!
distcomplete-tp,distcomplete-tp-quinn-shawn-gave-5-candy.mp3,Look! Quinn gave Shawn five candies!
distcomplete-tp,distcomplete-tp-quinn-shawn-gave-5-bug.mp3,Look! Quinn gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-quinn-shawn-gave-9-candy.mp3,Look! Quinn gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-quinn-shawn-gave-9-bug.mp3,Look! Quinn gave Shawn nine bugs!
trialstart-tp,trialstart-tp-quinn-drew-candy.mp3,Here are Quinn and Drew! Quinn's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-quinn-drew-candy.mp3,Let's see how many candies Quinn gives to Drew!
trialstart-tp,trialstart-tp-quinn-drew-bug.mp3,Here are Quinn and Drew! Quinn's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-quinn-drew-bug.mp3,Let's see how many bugs Quinn gives to Drew!
distcomplete-tp,distcomplete-tp-quinn-drew-gave-1-candy.mp3,Look! Quinn gave Drew one candy!
distcomplete-tp,distcomplete-tp-quinn-drew-gave-1-bug.mp3,Look! Quinn gave Drew one bug!
distcomplete-tp,distcomplete-tp-quinn-drew-gave-5-candy.mp3,Look! Quinn gave Drew five candies!
distcomplete-tp,distcomplete-tp-quinn-drew-gave-5-bug.mp3,Look! Quinn gave Drew five bugs!
distcomplete-tp,distcomplete-tp-quinn-drew-gave-9-candy.mp3,Look! Quinn gave Drew nine candies!
distcomplete-tp,distcomplete-tp-quinn-drew-gave-9-bug.mp3,Look! Quinn gave Drew nine bugs!
trialstart-tp,trialstart-tp-jessy-jordan-candy.mp3,Here are Jessy and Jordan! Jessy's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-jessy-jordan-candy.mp3,Let's see how many candies Jessy gives to Jordan!
trialstart-tp,trialstart-tp-jessy-jordan-bug.mp3,Here are Jessy and Jordan! Jessy's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-jessy-jordan-bug.mp3,Let's see how many bugs Jessy gives to Jordan!
distcomplete-tp,distcomplete-tp-jessy-jordan-gave-1-candy.mp3,Look! Jessy gave Jordan one candy!
distcomplete-tp,distcomplete-tp-jessy-jordan-gave-1-bug.mp3,Look! Jessy gave Jordan one bug!
distcomplete-tp,distcomplete-tp-jessy-jordan-gave-5-candy.mp3,Look! Jessy gave Jordan five candies!
distcomplete-tp,distcomplete-tp-jessy-jordan-gave-5-bug.mp3,Look! Jessy gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-jessy-jordan-gave-9-candy.mp3,Look! Jessy gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-jessy-jordan-gave-9-bug.mp3,Look! Jessy gave Jordan nine bugs!
trialstart-tp,trialstart-tp-jessy-skyler-candy.mp3,Here are Jessy and Skyler! Jessy's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-jessy-skyler-candy.mp3,Let's see how many candies Jessy gives to Skyler!
trialstart-tp,trialstart-tp-jessy-skyler-bug.mp3,Here are Jessy and Skyler! Jessy's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-jessy-skyler-bug.mp3,Let's see how many bugs Jessy gives to Skyler!
distcomplete-tp,distcomplete-tp-jessy-skyler-gave-1-candy.mp3,Look! Jessy gave Skyler one candy!
distcomplete-tp,distcomplete-tp-jessy-skyler-gave-1-bug.mp3,Look! Jessy gave Skyler one bug!
distcomplete-tp,distcomplete-tp-jessy-skyler-gave-5-candy.mp3,Look! Jessy gave Skyler five candies!
distcomplete-tp,distcomplete-tp-jessy-skyler-gave-5-bug.mp3,Look! Jessy gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-jessy-skyler-gave-9-candy.mp3,Look! Jessy gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-jessy-skyler-gave-9-bug.mp3,Look! Jessy gave Skyler nine bugs!
trialstart-tp,trialstart-tp-jessy-mackenzie-candy.mp3,Here are Jessy and Mackenzie! Jessy's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-jessy-mackenzie-candy.mp3,Let's see how many candies Jessy gives to Mackenzie!
trialstart-tp,trialstart-tp-jessy-mackenzie-bug.mp3,Here are Jessy and Mackenzie! Jessy's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-jessy-mackenzie-bug.mp3,Let's see how many bugs Jessy gives to Mackenzie!
distcomplete-tp,distcomplete-tp-jessy-mackenzie-gave-1-candy.mp3,Look! Jessy gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-jessy-mackenzie-gave-1-bug.mp3,Look! Jessy gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-jessy-mackenzie-gave-5-candy.mp3,Look! Jessy gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-jessy-mackenzie-gave-5-bug.mp3,Look! Jessy gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-jessy-mackenzie-gave-9-candy.mp3,Look! Jessy gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-jessy-mackenzie-gave-9-bug.mp3,Look! Jessy gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-jessy-casey-candy.mp3,Here are Jessy and Casey! Jessy's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-jessy-casey-candy.mp3,Let's see how many candies Jessy gives to Casey!
trialstart-tp,trialstart-tp-jessy-casey-bug.mp3,Here are Jessy and Casey! Jessy's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-jessy-casey-bug.mp3,Let's see how many bugs Jessy gives to Casey!
distcomplete-tp,distcomplete-tp-jessy-casey-gave-1-candy.mp3,Look! Jessy gave Casey one candy!
distcomplete-tp,distcomplete-tp-jessy-casey-gave-1-bug.mp3,Look! Jessy gave Casey one bug!
distcomplete-tp,distcomplete-tp-jessy-casey-gave-5-candy.mp3,Look! Jessy gave Casey five candies!
distcomplete-tp,distcomplete-tp-jessy-casey-gave-5-bug.mp3,Look! Jessy gave Casey five bugs!
distcomplete-tp,distcomplete-tp-jessy-casey-gave-9-candy.mp3,Look! Jessy gave Casey nine candies!
distcomplete-tp,distcomplete-tp-jessy-casey-gave-9-bug.mp3,Look! Jessy gave Casey nine bugs!
trialstart-tp,trialstart-tp-jessy-shawn-candy.mp3,Here are Jessy and Shawn! Jessy's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-jessy-shawn-candy.mp3,Let's see how many candies Jessy gives to Shawn!
trialstart-tp,trialstart-tp-jessy-shawn-bug.mp3,Here are Jessy and Shawn! Jessy's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-jessy-shawn-bug.mp3,Let's see how many bugs Jessy gives to Shawn!
distcomplete-tp,distcomplete-tp-jessy-shawn-gave-1-candy.mp3,Look! Jessy gave Shawn one candy!
distcomplete-tp,distcomplete-tp-jessy-shawn-gave-1-bug.mp3,Look! Jessy gave Shawn one bug!
distcomplete-tp,distcomplete-tp-jessy-shawn-gave-5-candy.mp3,Look! Jessy gave Shawn five candies!
distcomplete-tp,distcomplete-tp-jessy-shawn-gave-5-bug.mp3,Look! Jessy gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-jessy-shawn-gave-9-candy.mp3,Look! Jessy gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-jessy-shawn-gave-9-bug.mp3,Look! Jessy gave Shawn nine bugs!
trialstart-tp,trialstart-tp-jessy-drew-candy.mp3,Here are Jessy and Drew! Jessy's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-jessy-drew-candy.mp3,Let's see how many candies Jessy gives to Drew!
trialstart-tp,trialstart-tp-jessy-drew-bug.mp3,Here are Jessy and Drew! Jessy's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-jessy-drew-bug.mp3,Let's see how many bugs Jessy gives to Drew!
distcomplete-tp,distcomplete-tp-jessy-drew-gave-1-candy.mp3,Look! Jessy gave Drew one candy!
distcomplete-tp,distcomplete-tp-jessy-drew-gave-1-bug.mp3,Look! Jessy gave Drew one bug!
distcomplete-tp,distcomplete-tp-jessy-drew-gave-5-candy.mp3,Look! Jessy gave Drew five candies!
distcomplete-tp,distcomplete-tp-jessy-drew-gave-5-bug.mp3,Look! Jessy gave Drew five bugs!
distcomplete-tp,distcomplete-tp-jessy-drew-gave-9-candy.mp3,Look! Jessy gave Drew nine candies!
distcomplete-tp,distcomplete-tp-jessy-drew-gave-9-bug.mp3,Look! Jessy gave Drew nine bugs!
trialstart-tp,trialstart-tp-micah-jordan-candy.mp3,Here are Micah and Jordan! Micah's backpack has 10 candies inside and Jordan has none!
distprompt-tp,distprompt-tp-micah-jordan-candy.mp3,Let's see how many candies Micah gives to Jordan!
trialstart-tp,trialstart-tp-micah-jordan-bug.mp3,Here are Micah and Jordan! Micah's backpack has 10 bugs inside and Jordan has none!
distprompt-tp,distprompt-tp-micah-jordan-bug.mp3,Let's see how many bugs Micah gives to Jordan!
distcomplete-tp,distcomplete-tp-micah-jordan-gave-1-candy.mp3,Look! Micah gave Jordan one candy!
distcomplete-tp,distcomplete-tp-micah-jordan-gave-1-bug.mp3,Look! Micah gave Jordan one bug!
distcomplete-tp,distcomplete-tp-micah-jordan-gave-5-candy.mp3,Look! Micah gave Jordan five candies!
distcomplete-tp,distcomplete-tp-micah-jordan-gave-5-bug.mp3,Look! Micah gave Jordan five bugs!
distcomplete-tp,distcomplete-tp-micah-jordan-gave-9-candy.mp3,Look! Micah gave Jordan nine candies!
distcomplete-tp,distcomplete-tp-micah-jordan-gave-9-bug.mp3,Look! Micah gave Jordan nine bugs!
trialstart-tp,trialstart-tp-micah-skyler-candy.mp3,Here are Micah and Skyler! Micah's backpack has 10 candies inside and Skyler has none!
distprompt-tp,distprompt-tp-micah-skyler-candy.mp3,Let's see how many candies Micah gives to Skyler!
trialstart-tp,trialstart-tp-micah-skyler-bug.mp3,Here are Micah and Skyler! Micah's backpack has 10 bugs inside and Skyler has none!
distprompt-tp,distprompt-tp-micah-skyler-bug.mp3,Let's see how many bugs Micah gives to Skyler!
distcomplete-tp,distcomplete-tp-micah-skyler-gave-1-candy.mp3,Look! Micah gave Skyler one candy!
distcomplete-tp,distcomplete-tp-micah-skyler-gave-1-bug.mp3,Look! Micah gave Skyler one bug!
distcomplete-tp,distcomplete-tp-micah-skyler-gave-5-candy.mp3,Look! Micah gave Skyler five candies!
distcomplete-tp,distcomplete-tp-micah-skyler-gave-5-bug.mp3,Look! Micah gave Skyler five bugs!
distcomplete-tp,distcomplete-tp-micah-skyler-gave-9-candy.mp3,Look! Micah gave Skyler nine candies!
distcomplete-tp,distcomplete-tp-micah-skyler-gave-9-bug.mp3,Look! Micah gave Skyler nine bugs!
trialstart-tp,trialstart-tp-micah-mackenzie-candy.mp3,Here are Micah and Mackenzie! Micah's backpack has 10 candies inside and Mackenzie has none!
distprompt-tp,distprompt-tp-micah-mackenzie-candy.mp3,Let's see how many candies Micah gives to Mackenzie!
trialstart-tp,trialstart-tp-micah-mackenzie-bug.mp3,Here are Micah and Mackenzie! Micah's backpack has 10 bugs inside and Mackenzie has none!
distprompt-tp,distprompt-tp-micah-mackenzie-bug.mp3,Let's see how many bugs Micah gives to Mackenzie!
distcomplete-tp,distcomplete-tp-micah-mackenzie-gave-1-candy.mp3,Look! Micah gave Mackenzie one candy!
distcomplete-tp,distcomplete-tp-micah-mackenzie-gave-1-bug.mp3,Look! Micah gave Mackenzie one bug!
distcomplete-tp,distcomplete-tp-micah-mackenzie-gave-5-candy.mp3,Look! Micah gave Mackenzie five candies!
distcomplete-tp,distcomplete-tp-micah-mackenzie-gave-5-bug.mp3,Look! Micah gave Mackenzie five bugs!
distcomplete-tp,distcomplete-tp-micah-mackenzie-gave-9-candy.mp3,Look! Micah gave Mackenzie nine candies!
distcomplete-tp,distcomplete-tp-micah-mackenzie-gave-9-bug.mp3,Look! Micah gave Mackenzie nine bugs!
trialstart-tp,trialstart-tp-micah-casey-candy.mp3,Here are Micah and Casey! Micah's backpack has 10 candies inside and Casey has none!
distprompt-tp,distprompt-tp-micah-casey-candy.mp3,Let's see how many candies Micah gives to Casey!
trialstart-tp,trialstart-tp-micah-casey-bug.mp3,Here are Micah and Casey! Micah's backpack has 10 bugs inside and Casey has none!
distprompt-tp,distprompt-tp-micah-casey-bug.mp3,Let's see how many bugs Micah gives to Casey!
distcomplete-tp,distcomplete-tp-micah-casey-gave-1-candy.mp3,Look! Micah gave Casey one candy!
distcomplete-tp,distcomplete-tp-micah-casey-gave-1-bug.mp3,Look! Micah gave Casey one bug!
distcomplete-tp,distcomplete-tp-micah-casey-gave-5-candy.mp3,Look! Micah gave Casey five candies!
distcomplete-tp,distcomplete-tp-micah-casey-gave-5-bug.mp3,Look! Micah gave Casey five bugs!
distcomplete-tp,distcomplete-tp-micah-casey-gave-9-candy.mp3,Look! Micah gave Casey nine candies!
distcomplete-tp,distcomplete-tp-micah-casey-gave-9-bug.mp3,Look! Micah gave Casey nine bugs!
trialstart-tp,trialstart-tp-micah-shawn-candy.mp3,Here are Micah and Shawn! Micah's backpack has 10 candies inside and Shawn has none!
distprompt-tp,distprompt-tp-micah-shawn-candy.mp3,Let's see how many candies Micah gives to Shawn!
trialstart-tp,trialstart-tp-micah-shawn-bug.mp3,Here are Micah and Shawn! Micah's backpack has 10 bugs inside and Shawn has none!
distprompt-tp,distprompt-tp-micah-shawn-bug.mp3,Let's see how many bugs Micah gives to Shawn!
distcomplete-tp,distcomplete-tp-micah-shawn-gave-1-candy.mp3,Look! Micah gave Shawn one candy!
distcomplete-tp,distcomplete-tp-micah-shawn-gave-1-bug.mp3,Look! Micah gave Shawn one bug!
distcomplete-tp,distcomplete-tp-micah-shawn-gave-5-candy.mp3,Look! Micah gave Shawn five candies!
distcomplete-tp,distcomplete-tp-micah-shawn-gave-5-bug.mp3,Look! Micah gave Shawn five bugs!
distcomplete-tp,distcomplete-tp-micah-shawn-gave-9-candy.mp3,Look! Micah gave Shawn nine candies!
distcomplete-tp,distcomplete-tp-micah-shawn-gave-9-bug.mp3,Look! Micah gave Shawn nine bugs!
trialstart-tp,trialstart-tp-micah-drew-candy.mp3,Here are Micah and Drew! Micah's backpack has 10 candies inside and Drew has none!
distprompt-tp,distprompt-tp-micah-drew-candy.mp3,Let's see how many candies Micah gives to Drew!
trialstart-tp,trialstart-tp-micah-drew-bug.mp3,Here are Micah and Drew! Micah's backpack has 10 bugs inside and Drew has none!
distprompt-tp,distprompt-tp-micah-drew-bug.mp3,Let's see how many bugs Micah gives to Drew!
distcomplete-tp,distcomplete-tp-micah-drew-gave-1-candy.mp3,Look! Micah gave Drew one candy!
distcomplete-tp,distcomplete-tp-micah-drew-gave-1-bug.mp3,Look! Micah gave Drew one bug!
distcomplete-tp,distcomplete-tp-micah-drew-gave-5-candy.mp3,Look! Micah gave Drew five candies!
distcomplete-tp,distcomplete-tp-micah-drew-gave-5-bug.mp3,Look! Micah gave Drew five bugs!
